,trackid,artistname,tracknumber,duration,artistid,tracktitle,releasetitle,releaseid,spotify,spotify_ret
2085,11601576,Tiny Ferreiro,1,203,883511,Paquito El Chocolatero,Paquito el Chocolatero,1055810,"{'external_urls': {'spotify': 'https://open.spotify.com/track/6moiEQ9POPbAPH9b2sqfGH'}, 'name': 'Paquito El Chocolatero', 'uri': 'spotify:track:6moiEQ9POPbAPH9b2sqfGH'}",True
2086,11602876,The Rock Heroes,7,238,356727,Creep (Made Famous by Radiohead),Rock With The Band - Karaoke Classics For Rock Stars,1055884,"{'external_urls': {'spotify': 'https://open.spotify.com/track/5yB9kJ7dtdI29lox7vZKlL'}, 'name': 'Creep (made famous by ""Radiohead"")', 'uri': 'spotify:track:5yB9kJ7dtdI29lox7vZKlL'}",True
2087,11603605,Imagination,1,297,25326,Just An Illusion,Just An Illusion,1055958,"{'external_urls': {'spotify': 'https://open.spotify.com/track/4QT3YKobBj4BI7xCYRLr9u'}, 'name': 'Just an Illusion', 'uri': 'spotify:track:4QT3YKobBj4BI7xCYRLr9u'}",True
2088,11606405,Benya,16,443,294803,Rhea,"Christmas 24 Xmas Trance Hits, Vol.1",1056228,"{'external_urls': {'spotify': 'https://open.spotify.com/track/7LOzrGowLIxJP3QmHbnPt4'}, 'name': 'Ocean To Ocean (feat. Rhea)', 'uri': 'spotify:track:7LOzrGowLIxJP3QmHbnPt4'}",True
2089,11608446,Arvo Pärt,9,167,71000,Pärt: Für Alina,From the Edge of TIme,1056616,"{'external_urls': {'spotify': 'https://open.spotify.com/track/2Lio4KTzsA8BPLhXmyo4CQ'}, 'name': 'Für Alina', 'uri': 'spotify:track:2Lio4KTzsA8BPLhXmyo4CQ'}",True
2090,11614299,Michael Jackson,1,294,88,Billie Jean,"HIStory - PAST, PRESENT AND FUTURE - BOOK I",1056894,"{'external_urls': {'spotify': 'https://open.spotify.com/track/5ChkMS8OtdzJeqyybCc9R5'}, 'name': 'Billie Jean', 'uri': 'spotify:track:5ChkMS8OtdzJeqyybCc9R5'}",True
2091,11614338,Michael Jackson,12,239,88,Remember the Time,"HIStory - PAST, PRESENT AND FUTURE - BOOK I",1056894,"{'external_urls': {'spotify': 'https://open.spotify.com/track/4jnFqNWeJCeCRHc4HCdxfd'}, 'name': 'Remember the Time', 'uri': 'spotify:track:4jnFqNWeJCeCRHc4HCdxfd'}",True
2092,11614349,Michael Jackson,15,384,88,Heal the World,"HIStory - PAST, PRESENT AND FUTURE - BOOK I",1056894,"{'external_urls': {'spotify': 'https://open.spotify.com/track/7woW97CfcWaKtuC6W5BP2K'}, 'name': 'Heal the World', 'uri': 'spotify:track:7woW97CfcWaKtuC6W5BP2K'}",True
2093,11614352,Michael Jackson,202,284,88,They Don't Care About Us,"HIStory - PAST, PRESENT AND FUTURE - BOOK I",1056894,"{'external_urls': {'spotify': 'https://open.spotify.com/track/3wuCCNCnBhJlwkIJTBZFiv'}, 'name': ""They Don't Care About Us"", 'uri': 'spotify:track:3wuCCNCnBhJlwkIJTBZFiv'}",True
2094,11614361,Michael Jackson,209,361,88,You Are Not Alone,"HIStory - PAST, PRESENT AND FUTURE - BOOK I",1056894,"{'external_urls': {'spotify': 'https://open.spotify.com/track/3AoeaZs8dFemFJr3JdzOL0'}, 'name': 'You Are Not Alone', 'uri': 'spotify:track:3AoeaZs8dFemFJr3JdzOL0'}",True
2095,11618633,Queen,5,258,204,I Want To Break Free,Greatest Hits II,1057275,"{'external_urls': {'spotify': 'https://open.spotify.com/track/7h2yhVxcZOGyQdOwD4Hu8J'}, 'name': 'I Want To Break Free - Remastered 2011', 'uri': 'spotify:track:7h2yhVxcZOGyQdOwD4Hu8J'}",True
2096,11618979,Serge Gainsbourg / Jane Birkin,1,262,173564,Je t'aime moi non plus,Jane Birkin Et Serge Gainsbourg,226380,"{'external_urls': {'spotify': 'https://open.spotify.com/track/3p441l1s27Pfo8at57EwEf'}, 'name': ""Je t'aime moi non plus"", 'uri': 'spotify:track:3p441l1s27Pfo8at57EwEf'}",True
2097,11626046,T.I.,6,248,1280,No Mercy (feat. The-Dream),No Mercy,1058318,"{'external_urls': {'spotify': 'https://open.spotify.com/track/6oZyKucxJ0M4RWaqJ2KH4n'}, 'name': 'No Mercy (feat. The-Dream)', 'uri': 'spotify:track:6oZyKucxJ0M4RWaqJ2KH4n'}",True
2098,11627934,Bruno Mars,1,223,643839,Grenade,Doo-Wops &amp; Hooligans,1058395,"{'external_urls': {'spotify': 'https://open.spotify.com/track/2tJulUYLDKOg9XrtVkMgcJ'}, 'name': 'Grenade', 'uri': 'spotify:track:2tJulUYLDKOg9XrtVkMgcJ'}",True
2099,11627938,Bruno Mars,2,221,643839,Just The Way You Are,Doo-Wops &amp; Hooligans,1058395,"{'external_urls': {'spotify': 'https://open.spotify.com/track/7BqBn9nzAq8spo5e7cZ0dJ'}, 'name': 'Just the Way You Are', 'uri': 'spotify:track:7BqBn9nzAq8spo5e7cZ0dJ'}",True
2100,11627947,Bruno Mars,5,190,643839,The Lazy Song,Doo-Wops &amp; Hooligans,1058395,"{'external_urls': {'spotify': 'https://open.spotify.com/track/1ExfPZEiahqhLyajhybFeS'}, 'name': 'The Lazy Song', 'uri': 'spotify:track:1ExfPZEiahqhLyajhybFeS'}",True
2101,11627949,Bruno Mars,6,230,643839,Marry You,Doo-Wops &amp; Hooligans,1058395,"{'external_urls': {'spotify': 'https://open.spotify.com/track/22PMfvdz35fFKYnJyMn077'}, 'name': 'Marry You', 'uri': 'spotify:track:22PMfvdz35fFKYnJyMn077'}",True
2102,11627957,Bruno Mars,9,197,643839,Count On Me,Doo-Wops &amp; Hooligans,1058395,"{'external_urls': {'spotify': 'https://open.spotify.com/track/7l1qvxWjxcKpB9PCtBuTbU'}, 'name': 'Count on Me - EP Version', 'uri': 'spotify:track:7l1qvxWjxcKpB9PCtBuTbU'}",True
2103,11627964,Bruno Mars,12,218,643839,Talking To The Moon (Acoustic Piano Version),Doo-Wops &amp; Hooligans,1058395,"{'external_urls': {'spotify': 'https://open.spotify.com/track/6UQILrVzu8G0sAVTVDY1oE'}, 'name': 'Talking to the Moon (Acoustic Piano Version) (Originally Performed By Bruno Mars) [Karaoke Version]', 'uri': 'spotify:track:6UQILrVzu8G0sAVTVDY1oE'}",True
2104,11638561,Robert RobiE Egra,1,201,886975,Better Off Alone,Better Off Alone,1059737,"{'external_urls': {'spotify': 'https://open.spotify.com/track/0pMUR7Uvp6vxlbG0qBFvgM'}, 'name': 'Better Off Alone', 'uri': 'spotify:track:0pMUR7Uvp6vxlbG0qBFvgM'}",True
2105,11644917,Paul McCartney,204,231,8452,Maybe I'm Amazed,Wingspan,783455,"{'external_urls': {'spotify': 'https://open.spotify.com/track/1Qa0Y05al633fG8f9Peytc'}, 'name': 'Maybe I’m Amazed - Remastered 2011', 'uri': 'spotify:track:1Qa0Y05al633fG8f9Peytc'}",True
2106,11663119,Hawaiian Music of Nature,12,696,889019,Relax and Unwind,Hawaiian Nature Sounds Collection - Hawaii Meditation and Relaxation Sounds of Nature,1061942,"{'external_urls': {'spotify': 'https://open.spotify.com/track/1Ow5kX3jEA6yQrgbaHoS6r'}, 'name': 'Winter Rain (Loopable, No Fade)', 'uri': 'spotify:track:1Ow5kX3jEA6yQrgbaHoS6r'}",True
2107,11685841,Sean Kingston,1,222,92958,Party All Night (Sleep All Day),Party All Night (Sleep All Day),1064036,"{'external_urls': {'spotify': 'https://open.spotify.com/track/5bPrateGU0smTv4ZQhuEZS'}, 'name': 'Party All Night (Sleep All Day)', 'uri': 'spotify:track:5bPrateGU0smTv4ZQhuEZS'}",True
2108,11691350,The Cinematic Orchestra,16,72,16636,The Animated Tripod,Man With A Movie Camera,1064759,"{'external_urls': {'spotify': 'https://open.spotify.com/track/4uNOO8mGNy3NkQlIkPP5fn'}, 'name': 'The Animated Tripod', 'uri': 'spotify:track:4uNOO8mGNy3NkQlIkPP5fn'}",True
2109,11697136,Apple,3,361,98695,Believe Funkjazztickle,Believe,1065398,"{'external_urls': {'spotify': 'https://open.spotify.com/track/6BjvD7Bb3dSFnfwEw57Gox'}, 'name': 'Believe Funkjazztickle', 'uri': 'spotify:track:6BjvD7Bb3dSFnfwEw57Gox'}",True
2110,11704196,Nikolai Kapustin,6,151,809925,Eight Concert Etudes Op.40 : Pastoral,Kapustin : Eight Concert Etudes,1066251,"{'external_urls': {'spotify': 'https://open.spotify.com/track/7yg1ENrAiUGYV1dnSSDKQM'}, 'name': 'Eight Concert Etudes Op.40 : Pastoral', 'uri': 'spotify:track:7yg1ENrAiUGYV1dnSSDKQM'}",True
2111,11741157,Italian Dinner Music Collective,24,165,894257,Titanic,"Ultimate Italian Dinner Music - Solo Piano, Candle Lighr Dinner, Italian Piano Background Music and Romantic Music Backgrounds",1069924,"{'external_urls': {'spotify': 'https://open.spotify.com/track/3oEHQmhvFLiE7ZYES0ulzv'}, 'name': 'My Heart Will Go On - Love Theme from ""Titanic""', 'uri': 'spotify:track:3oEHQmhvFLiE7ZYES0ulzv'}",True
2112,11745928,The Lonely Island,1,168,276914,I Just Had Sex,I Just Had Sex,1070432,"{'external_urls': {'spotify': 'https://open.spotify.com/track/4tyP0wVfvW2aNexrRVs2Ju'}, 'name': 'I Just Had Sex', 'uri': 'spotify:track:4tyP0wVfvW2aNexrRVs2Ju'}",True
2113,11746200,Substance N Trance,5,399,400157,Two Energetic Signz (Energetic Mix),Growing,1070343,"{'external_urls': {'spotify': 'https://open.spotify.com/track/49udRQNV6dsqhczSj0MMJv'}, 'name': 'Two Energetic Signz - Energetic Mix', 'uri': 'spotify:track:49udRQNV6dsqhczSj0MMJv'}",True
2114,11750218,Skrillex,3,298,843632,Kill EVERYBODY,Scary Monsters and Nice Sprites EP,1070668,"{'external_urls': {'spotify': 'https://open.spotify.com/track/6I9sncEmtGc9rpKyb8U1f8'}, 'name': 'Kill EVERYBODY', 'uri': 'spotify:track:6I9sncEmtGc9rpKyb8U1f8'}",True
2115,11750220,Skrillex,4,340,843632,All I Ask Of You (feat. Penny),Scary Monsters and Nice Sprites EP,1070668,,True
2116,11753444,Stylish Nonsense,6,496,571105,Music For Incredibly Strange People,Panda Ranger - Act III Music For Incredibly Strange People,1070997,"{'external_urls': {'spotify': 'https://open.spotify.com/track/3gRXpQlQu6TAfKRBB6EDpS'}, 'name': 'Music For Incredibly Strange People', 'uri': 'spotify:track:3gRXpQlQu6TAfKRBB6EDpS'}",True
2117,11759765,The Hit Crew,2,210,62782,(The Sun Will Come Out) Tomorrow,Car Pool For Babies,1071576,"{'external_urls': {'spotify': 'https://open.spotify.com/track/08OiY4KLXsohk1HOVzJH5D'}, 'name': 'The Sun Is Scheduled to Come Out Tomorrow', 'uri': 'spotify:track:08OiY4KLXsohk1HOVzJH5D'}",True
2118,11768870,Karaoke,8,250,60565,I'll Be Missing You (karaoke-version) As Made Famous By: Puff Daddy and Faith Evans (Featuring 112),Karaoke 24 Carats - The Best Of Rap Part 1,1072451,,True
2119,11770279,Superbus,12,197,88594,Lova Lova,Lova Lova,1072589,"{'external_urls': {'spotify': 'https://open.spotify.com/track/6Bl5ov7N6sw7MetxdtafFT'}, 'name': 'Lova Lova (feat. Duncan Mighty)', 'uri': 'spotify:track:6Bl5ov7N6sw7MetxdtafFT'}",True
2120,11787071,P!nk,1,210,226,F**kin' Perfect,F**kin' Perfect,1074073,"{'external_urls': {'spotify': 'https://open.spotify.com/track/37Veo3TsREFZKvfZ0CaI4S'}, 'name': ""F**kin' Perfect"", 'uri': 'spotify:track:37Veo3TsREFZKvfZ0CaI4S'}",True
2121,11799920,"Erin Keefe, Jorja Fleezanis, Lily Francis, John Largess, Ralph Kirshbaum, &amp; David Finckel",8,879,897722,"Sextet no. 2 in G Major, op. 36: I. Allegro non troppo","Music@Menlo Maps and Legends Disc III; Haydn: Keyboard Concertino in C Major, Hob. XIV: 11 - Beethov",1075680,"{'external_urls': {'spotify': 'https://open.spotify.com/track/2JSxTl9HozS9dZjvXYMEYd'}, 'name': 'Piano Quintet in F Minor, Op.34: I. Allegro ma non troppo - Poco sostenuto - Tempo I - Live', 'uri': 'spotify:track:2JSxTl9HozS9dZjvXYMEYd'}",True
2122,11803402,Gloria Gaynor,1,293,1512,I Will Survive,Gloria Gaynor - I Will Survive,1076057,"{'external_urls': {'spotify': 'https://open.spotify.com/track/7cv28LXcjAC3GsXbUvXKbX'}, 'name': 'I Will Survive - Extended Version', 'uri': 'spotify:track:7cv28LXcjAC3GsXbUvXKbX'}",True
2123,11808352,Dean Martin,46,146,2699,A Your'e Adorable,Dean Martin Fifty Favourites,1076511,,True
2124,11811820,Adele,1,228,142111,Rolling In The Deep,21,1076864,"{'external_urls': {'spotify': 'https://open.spotify.com/track/1CkvWZme3pRgbzaxZnTl5X'}, 'name': 'Rolling in the Deep', 'uri': 'spotify:track:1CkvWZme3pRgbzaxZnTl5X'}",True
2125,11811824,Adele,2,223,142111,Rumour Has It,21,1076864,"{'external_urls': {'spotify': 'https://open.spotify.com/track/76N7FdzCI9OsiUnzJVLY2m'}, 'name': 'Rumour Has It', 'uri': 'spotify:track:76N7FdzCI9OsiUnzJVLY2m'}",True
2126,11811826,Adele,4,243,142111,Don't You Remember,21,1076864,"{'external_urls': {'spotify': 'https://open.spotify.com/track/6xrREPyyC5KESDhWfwqHiN'}, 'name': ""I Don't Remember Me (Before You)"", 'uri': 'spotify:track:6xrREPyyC5KESDhWfwqHiN'}",True
2127,11811828,Adele,5,242,142111,Set Fire To The Rain,21,1076864,"{'external_urls': {'spotify': 'https://open.spotify.com/track/3CKCZ9pfwAfoMZlMncA1Nc'}, 'name': 'Set Fire to the Rain', 'uri': 'spotify:track:3CKCZ9pfwAfoMZlMncA1Nc'}",True
2128,11811829,Adele,6,278,142111,He Won't Go,21,1076864,"{'external_urls': {'spotify': 'https://open.spotify.com/track/4ThTvhGNae80mrLsMzs4Hb'}, 'name': ""He Won't Go"", 'uri': 'spotify:track:4ThTvhGNae80mrLsMzs4Hb'}",True
2129,11811831,Adele,8,241,142111,I'll Be Waiting,21,1076864,"{'external_urls': {'spotify': 'https://open.spotify.com/track/3QEYmDt1FwOkFBFD74cEzZ'}, 'name': ""I'll Be Waiting"", 'uri': 'spotify:track:3QEYmDt1FwOkFBFD74cEzZ'}",True
2130,11811833,Adele,9,348,142111,One And Only,21,1076864,"{'external_urls': {'spotify': 'https://open.spotify.com/track/6qiivlwgnkjFnWbY9fbFOW'}, 'name': 'One and Only', 'uri': 'spotify:track:6qiivlwgnkjFnWbY9fbFOW'}",True
2131,11811835,Adele,10,316,142111,Lovesong,21,1076864,"{'external_urls': {'spotify': 'https://open.spotify.com/track/0X5C4WjQNubRysTkHOubz3'}, 'name': 'Lovesong', 'uri': 'spotify:track:0X5C4WjQNubRysTkHOubz3'}",True
2132,11811836,Adele,11,285,142111,Someone Like You,21,1076864,"{'external_urls': {'spotify': 'https://open.spotify.com/track/4kflIGfjdZJW4ot2ioixTB'}, 'name': 'Someone Like You', 'uri': 'spotify:track:4kflIGfjdZJW4ot2ioixTB'}",True
2133,11839479,Mezo,1,384,520143,Love Completely,Mezo,1079324,"{'external_urls': {'spotify': 'https://open.spotify.com/track/2nfym4zO5s8wLE6wkKViU4'}, 'name': 'Completely', 'uri': 'spotify:track:2nfym4zO5s8wLE6wkKViU4'}",True
2134,11840743,Parni Valjak,2,289,510629,Stranica Dnevnika,Koncentrat 1977 - 1983,1079411,"{'external_urls': {'spotify': 'https://open.spotify.com/track/6amZwB45WweSnTn5xJoZjp'}, 'name': 'Stranica Dnevnika', 'uri': 'spotify:track:6amZwB45WweSnTn5xJoZjp'}",True
2135,11840748,Parni Valjak,7,243,510629,Samo Sjecanja,Koncentrat 1977 - 1983,1079411,"{'external_urls': {'spotify': 'https://open.spotify.com/track/3UUH0cm4rkja6zIyZGC3Ui'}, 'name': 'Samo Sjecanja', 'uri': 'spotify:track:3UUH0cm4rkja6zIyZGC3Ui'}",True
2136,11850045,Michael Sembello,1,259,80584,Maniac (Flashdance Version) (Re-Recorded / Remastered),Maniac (Flashdance Version) (Re-Recorded / Remastered),1080168,"{'external_urls': {'spotify': 'https://open.spotify.com/track/1TmBPaYeD1W3eHf02JItnl'}, 'name': 'Maniac (Flashdance Version) [Re-Recorded] [Remastered]', 'uri': 'spotify:track:1TmBPaYeD1W3eHf02JItnl'}",True
2137,11856763,Parni Valjak,6,261,510629,Hvala Ti,Vruce Igre,1080816,"{'external_urls': {'spotify': 'https://open.spotify.com/track/0MYGML9gZTdMnO2y374ArL'}, 'name': 'Mene Radis Ti', 'uri': 'spotify:track:0MYGML9gZTdMnO2y374ArL'}",True
2138,11856776,Prljavo Kazaliste,1,297,510626,Moj Bijeli Labude,Rock Balade,1080817,"{'external_urls': {'spotify': 'https://open.spotify.com/track/1guHqk4ECsQ5bMhiMU6zoO'}, 'name': 'Moj bijeli labude (medley)', 'uri': 'spotify:track:1guHqk4ECsQ5bMhiMU6zoO'}",True
2139,11859009,Various Artists,17,267,209,No Words (Live On The John Lenon Educational Tour Bus),Serve4: Artists Against Hunger &amp; Poverty,1080971,"{'external_urls': {'spotify': 'https://open.spotify.com/track/46aj0GfBHpx02Cf7UPrg01'}, 'name': 'No Words (Live On The John Lenon Educational Tour Bus)', 'uri': 'spotify:track:46aj0GfBHpx02Cf7UPrg01'}",True
2140,11904352,Silent Civilian,4,252,302291,Rebirth of the Temple,Rebirth of the Temple,1084228,"{'external_urls': {'spotify': 'https://open.spotify.com/track/02qjtaA4qTEbD3PaZ0xyIY'}, 'name': 'Rebirth of the Temple', 'uri': 'spotify:track:02qjtaA4qTEbD3PaZ0xyIY'}",True
2141,11924691,The Hit Crew,1,198,62782,Pokemon Theme Song,Pokemon Theme Song,1086102,"{'external_urls': {'spotify': 'https://open.spotify.com/track/5iNR5LrRpe9DutrqcoGTj8'}, 'name': 'Pokemon Theme Song', 'uri': 'spotify:track:5iNR5LrRpe9DutrqcoGTj8'}",True
2142,11941544,Rope,2,186,8534,Interested,Birdsong,1087574,"{'external_urls': {'spotify': 'https://open.spotify.com/track/0X7dPY4rwjzNY29RdPX4bF'}, 'name': 'Not Interested', 'uri': 'spotify:track:0X7dPY4rwjzNY29RdPX4bF'}",True
2143,11945735,Sachinananda Aappa,5,279,903409,Balu Mama Maze Bhagwant,Daivat Maze Balumama,1087893,"{'external_urls': {'spotify': 'https://open.spotify.com/track/0z6QLjr3Ix6eGd05c1w1eJ'}, 'name': 'Balu Mama Maze Bhagwant', 'uri': 'spotify:track:0z6QLjr3Ix6eGd05c1w1eJ'}",True
2144,11948272,Oliver Dragojevic,2,298,329085,Trag U Beskraju,Al' Olympia,1088086,"{'external_urls': {'spotify': 'https://open.spotify.com/track/7pZPz4769Qk8wVcfAr1wgG'}, 'name': 'Trag U Beskraju', 'uri': 'spotify:track:7pZPz4769Qk8wVcfAr1wgG'}",True
2145,11948298,Oliver Dragojevic,205,294,329085,Cesarica,Al' Olympia,1088086,"{'external_urls': {'spotify': 'https://open.spotify.com/track/28lc45d3c4nbgYj3PtpOIF'}, 'name': 'Cesarica', 'uri': 'spotify:track:28lc45d3c4nbgYj3PtpOIF'}",True
2146,11979960,Various Artists,226,148,209,Nothing Can Change My Love For You,Classic Soul Ballads,1090417,"{'external_urls': {'spotify': 'https://open.spotify.com/track/71eItiuegBTKJiR3H0i1ur'}, 'name': 'Nothing Can Change My Love For You', 'uri': 'spotify:track:71eItiuegBTKJiR3H0i1ur'}",True
2147,11985950,Avril Lavigne,1,219,212,What the Hell,What The Hell,1090637,"{'external_urls': {'spotify': 'https://open.spotify.com/track/2z4U9d5OAA4YLNXoCgioxo'}, 'name': 'What the Hell', 'uri': 'spotify:track:2z4U9d5OAA4YLNXoCgioxo'}",True
2148,11986049,George Michael,8,285,21269,Move On,Older,1090662,"{'external_urls': {'spotify': 'https://open.spotify.com/track/3SOp10shYtVHuZWxVGenUb'}, 'name': 'Move On', 'uri': 'spotify:track:3SOp10shYtVHuZWxVGenUb'}",True
2149,11987939,Prljavo Kazaliste,10,276,510626,Mi Plesemo,Crno Bijeli Svijet,1090956,"{'external_urls': {'spotify': 'https://open.spotify.com/track/5rbnzMYjr0AJXFfFYK81vB'}, 'name': 'Mi Plešemo', 'uri': 'spotify:track:5rbnzMYjr0AJXFfFYK81vB'}",True
2150,12008762,Cristian Di Buccio,2,108,776641,Mix Dali,Reef  Tribal,1092457,"{'external_urls': {'spotify': 'https://open.spotify.com/track/1tCnHtc2s0TRSqjvFlvQbx'}, 'name': 'Dali - Original Mix', 'uri': 'spotify:track:1tCnHtc2s0TRSqjvFlvQbx'}",True
2151,12012506,Walter Elf,9,222,514515,Ramstein Fluchtag,Oh hängt sie auf,1092753,"{'external_urls': {'spotify': 'https://open.spotify.com/track/610hlWmPFO2b8aFGCZAs7s'}, 'name': 'Ramstein Fluchtag', 'uri': 'spotify:track:610hlWmPFO2b8aFGCZAs7s'}",True
2152,12018757,Manolo Escobar,7,156,99219,La Hora,Los Grandes Éxitos de Manolo Escobar (The Best of Manolo Escobar),1093269,"{'external_urls': {'spotify': 'https://open.spotify.com/track/2SKNarYKa7W0iCOq7u96N8'}, 'name': 'Ya Es Hora', 'uri': 'spotify:track:2SKNarYKa7W0iCOq7u96N8'}",True
2153,12025584,Serdar Kasikçilar - Ercan Irmak,12,181,905813,Sevmek Aci Bir Arzu,Sevmek Aci Bir Arzu,1093800,"{'external_urls': {'spotify': 'https://open.spotify.com/track/1MP5RSesnEci6TIngf0Pic'}, 'name': 'Sevmek Acı Bir Arzu', 'uri': 'spotify:track:1MP5RSesnEci6TIngf0Pic'}",True
2154,12040459,Jim Jones,1,193,94612,Perfect Day (feat. Chink Santanna &amp; Logic),Perfect Day Feat. Chink Santana &amp; Logic,1094878,,True
2155,12041887,Tupac,9,302,1439,Life Goes On,All Eyez On Me,1094951,"{'external_urls': {'spotify': 'https://open.spotify.com/track/2bSk87AVkCIIC3Bcligq1z'}, 'name': 'Life Goes On', 'uri': 'spotify:track:2bSk87AVkCIIC3Bcligq1z'}",True
2156,12065298,Mozart,2,405,114941,"Requiem In D Minor, K 626 - 1. Introitus -  Requiem Aeternam - 2. Kyrie Eleison",Mozart: Requiem,1096594,"{'external_urls': {'spotify': 'https://open.spotify.com/track/7JU3UNQBit19qmCGG0tQej'}, 'name': 'Requiem In D Minor, K 626 - 1. Introitus - Requiem Aeternam - 2. Kyrie Eleison', 'uri': 'spotify:track:7JU3UNQBit19qmCGG0tQej'}",True
2157,12086445,Desi Boyz UK,6,329,907709,Sardaari,Trad But Bad,1098084,"{'external_urls': {'spotify': 'https://open.spotify.com/track/7HUw5o7UdfE86lD3F55vbm'}, 'name': 'Sardaari', 'uri': 'spotify:track:7HUw5o7UdfE86lD3F55vbm'}",True
2158,12143633,George Michael,3,553,21269,I Want Your Sex (Pts. 1 &amp; 2 Remastered),Faith,1102301,,True
2159,12188209,The Heptones,12,215,10409,Jumpy Me No Jumpy,Mr T,1105671,"{'external_urls': {'spotify': 'https://open.spotify.com/track/59j8gu59v0M3lUA2AKJ8LE'}, 'name': 'Jumpy Me No Jumpy', 'uri': 'spotify:track:59j8gu59v0M3lUA2AKJ8LE'}",True
2160,12200832,Ali Zafar,9,358,396347,Din Doobay,Huqa Pani,1106597,"{'external_urls': {'spotify': 'https://open.spotify.com/track/7j81d3mC2bhDhBWKQOMOcI'}, 'name': 'Din Doobay - Version 1', 'uri': 'spotify:track:7j81d3mC2bhDhBWKQOMOcI'}",True
2161,12208890,Ian Anderson,13,188,45076,Boris Dancing,The Secret Language Of Birds,1107211,"{'external_urls': {'spotify': 'https://open.spotify.com/track/2LmuAhdQUnByKfwMDAPapr'}, 'name': 'Boris Dancing', 'uri': 'spotify:track:2LmuAhdQUnByKfwMDAPapr'}",True
2162,12226776,Gala,1,212,368741,Freed From Desire,Freed From Desire,1108492,"{'external_urls': {'spotify': 'https://open.spotify.com/track/3u5N55tHf7hXATSQrjBh2q'}, 'name': 'Freed From Desire', 'uri': 'spotify:track:3u5N55tHf7hXATSQrjBh2q'}",True
2163,12231850,Piano Tribute Players,6,257,572193,Lateralus,Piano Tribute to Tool,1108977,"{'external_urls': {'spotify': 'https://open.spotify.com/track/2C5T12QZOSZOTwvqOoANVh'}, 'name': 'Lateralus', 'uri': 'spotify:track:2C5T12QZOSZOTwvqOoANVh'}",True
2164,12255471,Skazi,2,478,467574,Anarchy,Total Anarchy,1110581,"{'external_urls': {'spotify': 'https://open.spotify.com/track/3LoDeIbiR12sAznmpNEmKA'}, 'name': 'Anarchy in the U.K.', 'uri': 'spotify:track:3LoDeIbiR12sAznmpNEmKA'}",True
2165,12267938,"Dizzy Gillespie, Sonny Stitt, Al Gafa, Earl May, Mickey Roker",6,431,913801,Lover Man,Live in Paris &amp; Copenhagen 1974,1111598,"{'external_urls': {'spotify': 'https://open.spotify.com/track/4mQz22nF9cyWqwuErTqc6V'}, 'name': 'Crazy He Calls Me', 'uri': 'spotify:track:4mQz22nF9cyWqwuErTqc6V'}",True
2166,12282299,The Hit Crew,11,181,62782,Stylish Moves,Glee Club,1113005,"{'external_urls': {'spotify': 'https://open.spotify.com/track/0gnjAHYrm6ZRIpn4Drn7pE'}, 'name': 'Stylish Moves', 'uri': 'spotify:track:0gnjAHYrm6ZRIpn4Drn7pE'}",True
2167,12302903,Adele,1,228,142111,Rolling In The Deep,Rolling In The Deep,1114804,"{'external_urls': {'spotify': 'https://open.spotify.com/track/1CkvWZme3pRgbzaxZnTl5X'}, 'name': 'Rolling in the Deep', 'uri': 'spotify:track:1CkvWZme3pRgbzaxZnTl5X'}",True
2168,12302907,Adele,2,236,142111,Rolling In The Deep (Acapella),Rolling In The Deep,1114804,"{'external_urls': {'spotify': 'https://open.spotify.com/track/79KIzMvPpK5eIFMcCtLOGk'}, 'name': 'Rolling in the Deep - Acapella', 'uri': 'spotify:track:79KIzMvPpK5eIFMcCtLOGk'}",True
2169,12304039,Hot Chocolate,14,245,554,You Sexy Thing (2011 Remastered Version),Box Selection (Their 8 RAK albums 1974-1983),1114886,,True
2170,12321188,The Beatles Symphony Orchestra,6,236,916053,All You Need Is Love,The Beatles Classics,1116193,"{'external_urls': {'spotify': 'https://open.spotify.com/track/68BTFws92cRztMS1oQ7Ewj'}, 'name': 'All You Need Is Love - Remastered 2009', 'uri': 'spotify:track:68BTFws92cRztMS1oQ7Ewj'}",True
2171,12321385,The Beatles Symphony Orchestra,61,115,916053,Yellow Submarine,The Beatles Classics,1116193,"{'external_urls': {'spotify': 'https://open.spotify.com/track/50xwQXPtfNZFKFeZ0XePWc'}, 'name': 'Yellow Submarine - Remastered 2009', 'uri': 'spotify:track:50xwQXPtfNZFKFeZ0XePWc'}",True
2172,12326475,Luis Miguel,7,165,3983,Lo que queda de mi,Luis Miguel Edicion de Lujo,1116658,"{'external_urls': {'spotify': 'https://open.spotify.com/track/6Ln4CTzBmbVUaV11ZVgYNI'}, 'name': 'Lo Poco Que Queda de Mi - Acústico', 'uri': 'spotify:track:6Ln4CTzBmbVUaV11ZVgYNI'}",True
2173,12341689,Banda Kanon,1,233,917048,El Sol No Regresa,El Sol No Regresa,1118091,"{'external_urls': {'spotify': 'https://open.spotify.com/track/0c8f8b76ThPP2MInXEZyTY'}, 'name': 'El Sol No Regresa', 'uri': 'spotify:track:0c8f8b76ThPP2MInXEZyTY'}",True
